product_id,product_handle,product_title,sku,year,make,model,trim,engine,universal,notes,position
gid://shopify/Product/10358754017556,apex-pro-heavy-duty-brake-pad-rotor-kit-truck,Apex Pro Severe-Duty Drilled & Slotted Brake Kit (Front Axle),APX-BRK-HD-TRK,2023,Chevrolet,Silverado 1500,LT,2.7L TurboMax I4,false,Front axle only. Fits 6-lug wheel hubs.,Front Axle
gid://shopify/Product/10358754017556,apex-pro-heavy-duty-brake-pad-rotor-kit-truck,Apex Pro Severe-Duty Drilled & Slotted Brake Kit (Front Axle),APX-BRK-HD-TRK,2024,Ford,F-150,Lariat,3.5L EcoBoost V6,false,Front axle only. Fits 6-lug wheel hubs.,Front Axle
gid://shopify/Product/10358754017556,apex-pro-heavy-duty-brake-pad-rotor-kit-truck,Apex Pro Severe-Duty Drilled & Slotted Brake Kit (Front Axle),APX-BRK-HD-TRK,2024,Ford,F-150,XLT,2.7L EcoBoost V6,false,Front axle only. Fits 6-lug wheel hubs.,Front Axle
gid://shopify/Product/10358754017556,apex-pro-heavy-duty-brake-pad-rotor-kit-truck,Apex Pro Severe-Duty Drilled & Slotted Brake Kit (Front Axle),APX-BRK-HD-TRK,2024,Ford,F-150,Raptor,3.5L High-Output EcoBoost V6,false,Front axle only. Fits 6-lug wheel hubs.,Front Axle
gid://shopify/Product/10358754017556,apex-pro-heavy-duty-brake-pad-rotor-kit-truck,Apex Pro Severe-Duty Drilled & Slotted Brake Kit (Front Axle),APX-BRK-HD-TRK,2024,Ford,F-150,Platinum,5.0L Ti-VCT V8,false,Front axle only. Fits 6-lug wheel hubs.,Front Axle
gid://shopify/Product/10358754017556,apex-pro-heavy-duty-brake-pad-rotor-kit-truck,Apex Pro Severe-Duty Drilled & Slotted Brake Kit (Front Axle),APX-BRK-HD-TRK,2024,Chevrolet,Silverado 1500,LTZ,6.2L EcoTec3 V8,false,Front axle only. Fits 6-lug wheel hubs.,Front Axle
gid://shopify/Product/10358754017556,apex-pro-heavy-duty-brake-pad-rotor-kit-truck,Apex Pro Severe-Duty Drilled & Slotted Brake Kit (Front Axle),APX-BRK-HD-TRK,2024,Chevrolet,Silverado 1500,RST,5.3L EcoTec3 V8,false,Front axle only. Fits 6-lug wheel hubs.,Front Axle
gid://shopify/Product/10358754017556,apex-pro-heavy-duty-brake-pad-rotor-kit-truck,Apex Pro Severe-Duty Drilled & Slotted Brake Kit (Front Axle),APX-BRK-HD-TRK,2024,Chevrolet,Silverado 1500,ZR2,3.0L Duramax Turbo-Diesel I6,false,Front axle only. Fits 6-lug wheel hubs.,Front Axle
gid://shopify/Product/10358754050324,apex-baja-3-inch-suspension-lift-kit-tacoma,Apex Baja 3-Inch Coilovers & Billet Control Arm Lift System,APX-SUSP-TACO-3IN,2021,Toyota,Tacoma,TRD Off-Road,3.5L V6 DOHC,false,Compatible with 4WD models. Clears up to 33-inch tires with zero rub.,Front & Rear Suspension
gid://shopify/Product/10358754050324,apex-baja-3-inch-suspension-lift-kit-tacoma,Apex Baja 3-Inch Coilovers & Billet Control Arm Lift System,APX-SUSP-TACO-3IN,2022,Toyota,Tacoma,SR5,3.5L V6 DOHC,false,Compatible with 4WD models. Clears up to 33-inch tires with zero rub.,Front & Rear Suspension
gid://shopify/Product/10358754050324,apex-baja-3-inch-suspension-lift-kit-tacoma,Apex Baja 3-Inch Coilovers & Billet Control Arm Lift System,APX-SUSP-TACO-3IN,2023,Toyota,Tacoma,TRD Sport,3.5L V6 DOHC,false,Compatible with 4WD models. Clears up to 33-inch tires with zero rub.,Front & Rear Suspension
gid://shopify/Product/10358754050324,apex-baja-3-inch-suspension-lift-kit-tacoma,Apex Baja 3-Inch Coilovers & Billet Control Arm Lift System,APX-SUSP-TACO-3IN,2024,Toyota,Tacoma,TRD Off-Road,2.4L i-FORCE Turbo I4,false,Compatible with 4WD models. Clears up to 33-inch tires with zero rub.,Front & Rear Suspension
gid://shopify/Product/10358754050324,apex-baja-3-inch-suspension-lift-kit-tacoma,Apex Baja 3-Inch Coilovers & Billet Control Arm Lift System,APX-SUSP-TACO-3IN,2024,Toyota,Tacoma,TRD Pro,2.4L i-FORCE MAX Hybrid Turbo I4,false,Compatible with 4WD models. Clears up to 33-inch tires with zero rub.,Front & Rear Suspension
gid://shopify/Product/10358754083092,apex-stealth-stainless-cat-back-exhaust-v8,Apex Stealth 3-Inch Dual Stainless Cat-Back Exhaust (Coyote V8),APX-EXH-MUST-V8,2022,Ford,Mustang,Mach 1,5.0L Coyote V8,false,Engineered for 5.0L Coyote V8 engines with active valve control.,Exhaust / Undercarriage
gid://shopify/Product/10358754083092,apex-stealth-stainless-cat-back-exhaust-v8,Apex Stealth 3-Inch Dual Stainless Cat-Back Exhaust (Coyote V8),APX-EXH-MUST-V8,2024,Ford,Mustang,GT Premium,5.0L Coyote V8,false,Engineered for 5.0L Coyote V8 engines with active valve control.,Exhaust / Undercarriage
gid://shopify/Product/10358754083092,apex-stealth-stainless-cat-back-exhaust-v8,Apex Stealth 3-Inch Dual Stainless Cat-Back Exhaust (Coyote V8),APX-EXH-MUST-V8,2024,Ford,Mustang,Dark Horse,5.0L Modified Coyote V8,false,Engineered for 5.0L Coyote V8 engines with active valve control.,Exhaust / Undercarriage
gid://shopify/Product/10358754115860,apex-rock-crawler-front-bumper-jeep-wrangler,Apex Armor Rock-Crawler High-Clearance Winch Front Bumper,APX-BMP-JL-001,2022,Jeep,Wrangler,Sport S,2.0L Turbocharged I4,false,"Fits all JL Wrangler models. Accommodates up to 12,000 lb winches.",Front Bumper
gid://shopify/Product/10358754115860,apex-rock-crawler-front-bumper-jeep-wrangler,Apex Armor Rock-Crawler High-Clearance Winch Front Bumper,APX-BMP-JL-001,2023,Jeep,Wrangler,Sahara,3.6L Pentastar V6 with eTorque,false,"Fits all JL Wrangler models. Accommodates up to 12,000 lb winches.",Front Bumper
gid://shopify/Product/10358754115860,apex-rock-crawler-front-bumper-jeep-wrangler,Apex Armor Rock-Crawler High-Clearance Winch Front Bumper,APX-BMP-JL-001,2024,Jeep,Wrangler,Rubicon 392,6.4L HEMI V8,false,"Fits all JL Wrangler models. Accommodates up to 12,000 lb winches.",Front Bumper
gid://shopify/Product/10358754115860,apex-rock-crawler-front-bumper-jeep-wrangler,Apex Armor Rock-Crawler High-Clearance Winch Front Bumper,APX-BMP-JL-001,2024,Jeep,Wrangler,Rubicon 4xe,2.0L Turbo PHEV I4,false,"Fits all JL Wrangler models. Accommodates up to 12,000 lb winches.",Front Bumper
gid://shopify/Product/10358754148628,apex-universal-high-output-led-fog-pod-kit,Apex UltraBeam 3-Inch Amber SAE/DOT High-Output LED Pods (Universal),APX-LGT-UNIV-POD,"","","","","",true,Universal fitment. Includes multi-fit brackets and waterproof DT wiring harness.,Auxiliary / Universal
gid://shopify/Product/10358754181396,apex-carbon-fiber-strut-tower-brace-bmw,Apex RaceWerks Carbon Fiber Chassis Strut Tower Brace (BMW G20 3-Series),APX-STRUT-G20-CF,2022,BMW,3 Series,330e,2.0L TwinPower Turbo PHEV I4,false,"Fits G20 3-Series chassis (330i, M340i, M3). Enhances front-end torsional rigidity.",Front Strut Towers
gid://shopify/Product/10358754181396,apex-carbon-fiber-strut-tower-brace-bmw,Apex RaceWerks Carbon Fiber Chassis Strut Tower Brace (BMW G20 3-Series),APX-STRUT-G20-CF,2023,BMW,3 Series,M3 Competition,3.0L M TwinPower Turbo S58 I6,false,"Fits G20 3-Series chassis (330i, M340i, M3). Enhances front-end torsional rigidity.",Front Strut Towers
gid://shopify/Product/10358754181396,apex-carbon-fiber-strut-tower-brace-bmw,Apex RaceWerks Carbon Fiber Chassis Strut Tower Brace (BMW G20 3-Series),APX-STRUT-G20-CF,2024,BMW,3 Series,M340i xDrive,3.0L TwinPower Turbo B58 I6,false,"Fits G20 3-Series chassis (330i, M340i, M3). Enhances front-end torsional rigidity.",Front Strut Towers
gid://shopify/Product/10358754181396,apex-carbon-fiber-strut-tower-brace-bmw,Apex RaceWerks Carbon Fiber Chassis Strut Tower Brace (BMW G20 3-Series),APX-STRUT-G20-CF,2024,BMW,3 Series,330i,2.0L TwinPower Turbo B48 I4,false,"Fits G20 3-Series chassis (330i, M340i, M3). Enhances front-end torsional rigidity.",Front Strut Towers
gid://shopify/Product/10358754214001,apex-full-synthetic-oil-change-kit-0w20,Apex Full-Synthetic Oil Change Kit 0W-20 (5 qt + OEM filter),APX-OIL-KIT-0W20,"","","","","",true,Universal for vehicles specifying 0W-20. Check your owner's manual.,Engine / Service
gid://shopify/Product/10358754214002,apex-all-season-wiper-blades-24in,"Apex ClearView All-Season Wiper Blades 24"" (pair)",APX-WIP-BLD-24,"","","","","",true,"Universal J-hook arm fitment, 24 inch pair. Adapters included.",Windshield
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2021,Ford,F-150,XLT,3.5L PowerBoost Full Hybrid V6,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2022,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2022,Chevrolet,Silverado 1500,Custom,5.3L EcoTec3 V8,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2023,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2023,Ford,F-150,XLT,5.0L Ti-VCT V8,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2023,Chevrolet,Silverado 1500,LT,2.7L TurboMax I4,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2024,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2024,Ford,F-150,XLT,2.7L EcoBoost V6,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2024,Ford,F-150,Raptor,3.5L High-Output EcoBoost V6,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2024,Ford,F-150,Platinum,5.0L Ti-VCT V8,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2024,Chevrolet,Silverado 1500,LTZ,6.2L EcoTec3 V8,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2024,Chevrolet,Silverado 1500,RST,5.3L EcoTec3 V8,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214003,apex-agm-battery-h7-48,Apex PowerCell AGM Battery H7 (48) 80Ah 800CCA,APX-BAT-AGM-H7,2024,Chevrolet,Silverado 1500,ZR2,3.0L Duramax Turbo-Diesel I6,false,"Group H7/48. Fits F-150, Silverado 1500 and most full-size trucks/SUVs.",Engine Bay / Battery Tray
gid://shopify/Product/10358754214004,apex-cabin-air-filter-toyota,Apex FreshAir Cabin Air Filter (Toyota Tacoma / 4Runner),APX-CAB-AIR-TAC,2021,Toyota,Tacoma,TRD Off-Road,3.5L V6 DOHC,false,Fits Toyota Tacoma (2016+) and 4Runner (2010+).,HVAC / Behind Glovebox
gid://shopify/Product/10358754214004,apex-cabin-air-filter-toyota,Apex FreshAir Cabin Air Filter (Toyota Tacoma / 4Runner),APX-CAB-AIR-TAC,2022,Toyota,Tacoma,SR5,3.5L V6 DOHC,false,Fits Toyota Tacoma (2016+) and 4Runner (2010+).,HVAC / Behind Glovebox
gid://shopify/Product/10358754214004,apex-cabin-air-filter-toyota,Apex FreshAir Cabin Air Filter (Toyota Tacoma / 4Runner),APX-CAB-AIR-TAC,2022,Toyota,4Runner,Limited,4.0L 1GR-FE V6,false,Fits Toyota Tacoma (2016+) and 4Runner (2010+).,HVAC / Behind Glovebox
gid://shopify/Product/10358754214004,apex-cabin-air-filter-toyota,Apex FreshAir Cabin Air Filter (Toyota Tacoma / 4Runner),APX-CAB-AIR-TAC,2023,Toyota,Tacoma,TRD Sport,3.5L V6 DOHC,false,Fits Toyota Tacoma (2016+) and 4Runner (2010+).,HVAC / Behind Glovebox
gid://shopify/Product/10358754214004,apex-cabin-air-filter-toyota,Apex FreshAir Cabin Air Filter (Toyota Tacoma / 4Runner),APX-CAB-AIR-TAC,2023,Toyota,4Runner,TRD Off-Road Premium,4.0L 1GR-FE V6,false,Fits Toyota Tacoma (2016+) and 4Runner (2010+).,HVAC / Behind Glovebox
gid://shopify/Product/10358754214004,apex-cabin-air-filter-toyota,Apex FreshAir Cabin Air Filter (Toyota Tacoma / 4Runner),APX-CAB-AIR-TAC,2024,Toyota,Tacoma,TRD Off-Road,2.4L i-FORCE Turbo I4,false,Fits Toyota Tacoma (2016+) and 4Runner (2010+).,HVAC / Behind Glovebox
gid://shopify/Product/10358754214004,apex-cabin-air-filter-toyota,Apex FreshAir Cabin Air Filter (Toyota Tacoma / 4Runner),APX-CAB-AIR-TAC,2024,Toyota,Tacoma,TRD Pro,2.4L i-FORCE MAX Hybrid Turbo I4,false,Fits Toyota Tacoma (2016+) and 4Runner (2010+).,HVAC / Behind Glovebox
gid://shopify/Product/10358754214004,apex-cabin-air-filter-toyota,Apex FreshAir Cabin Air Filter (Toyota Tacoma / 4Runner),APX-CAB-AIR-TAC,2024,Toyota,4Runner,TRD Pro,4.0L 1GR-FE V6,false,Fits Toyota Tacoma (2016+) and 4Runner (2010+).,HVAC / Behind Glovebox
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2021,Ford,F-150,XLT,3.5L PowerBoost Full Hybrid V6,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2022,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2022,Chevrolet,Silverado 1500,Custom,5.3L EcoTec3 V8,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2023,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2023,Ford,F-150,XLT,5.0L Ti-VCT V8,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2023,Chevrolet,Silverado 1500,LT,2.7L TurboMax I4,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2024,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2024,Ford,F-150,XLT,2.7L EcoBoost V6,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2024,Ford,F-150,Raptor,3.5L High-Output EcoBoost V6,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2024,Ford,F-150,Platinum,5.0L Ti-VCT V8,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2024,Chevrolet,Silverado 1500,LTZ,6.2L EcoTec3 V8,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2024,Chevrolet,Silverado 1500,RST,5.3L EcoTec3 V8,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214005,apex-ceramic-front-brake-pads,Apex QuietStop Ceramic Front Brake Pads (Truck/SUV),APX-BRK-PAD-FRT,2024,Chevrolet,Silverado 1500,ZR2,3.0L Duramax Turbo-Diesel I6,false,"Front axle, 6-lug trucks. Pairs with APX-BRK-HD-TRK rotors.",Front Axle
gid://shopify/Product/10358754214006,apex-front-shocks-jeep-wrangler-jl,"Apex TrailRunner Front Shocks (Jeep Wrangler JL, pair)",APX-SUSP-SHCK-JL,2022,Jeep,Wrangler,Sport S,2.0L Turbocharged I4,false,"Front pair, Jeep Wrangler JL (2018+). Fits lifted and stock suspensions.",Front Suspension
gid://shopify/Product/10358754214006,apex-front-shocks-jeep-wrangler-jl,"Apex TrailRunner Front Shocks (Jeep Wrangler JL, pair)",APX-SUSP-SHCK-JL,2023,Jeep,Wrangler,Sahara,3.6L Pentastar V6 with eTorque,false,"Front pair, Jeep Wrangler JL (2018+). Fits lifted and stock suspensions.",Front Suspension
gid://shopify/Product/10358754214006,apex-front-shocks-jeep-wrangler-jl,"Apex TrailRunner Front Shocks (Jeep Wrangler JL, pair)",APX-SUSP-SHCK-JL,2024,Jeep,Wrangler,Rubicon 392,6.4L HEMI V8,false,"Front pair, Jeep Wrangler JL (2018+). Fits lifted and stock suspensions.",Front Suspension
gid://shopify/Product/10358754214006,apex-front-shocks-jeep-wrangler-jl,"Apex TrailRunner Front Shocks (Jeep Wrangler JL, pair)",APX-SUSP-SHCK-JL,2024,Jeep,Wrangler,Rubicon 4xe,2.0L Turbo PHEV I4,false,"Front pair, Jeep Wrangler JL (2018+). Fits lifted and stock suspensions.",Front Suspension
gid://shopify/Product/10358754214007,apex-burned-titanium-exhaust-tips-mustang,"Apex Burned-Titanium Quad Exhaust Tips (Mustang GT, set of 4)",APX-EXH-TIP-MST,2022,Ford,Mustang,Mach 1,5.0L Coyote V8,false,Fits Mustang GT (2015+) rear valance cutouts. Clamp-on install.,Rear Valance
gid://shopify/Product/10358754214007,apex-burned-titanium-exhaust-tips-mustang,"Apex Burned-Titanium Quad Exhaust Tips (Mustang GT, set of 4)",APX-EXH-TIP-MST,2023,Ford,Mustang,EcoBoost,2.3L Turbocharged I4,false,Fits Mustang GT (2015+) rear valance cutouts. Clamp-on install.,Rear Valance
gid://shopify/Product/10358754214007,apex-burned-titanium-exhaust-tips-mustang,"Apex Burned-Titanium Quad Exhaust Tips (Mustang GT, set of 4)",APX-EXH-TIP-MST,2024,Ford,Mustang,GT Premium,5.0L Coyote V8,false,Fits Mustang GT (2015+) rear valance cutouts. Clamp-on install.,Rear Valance
gid://shopify/Product/10358754214007,apex-burned-titanium-exhaust-tips-mustang,"Apex Burned-Titanium Quad Exhaust Tips (Mustang GT, set of 4)",APX-EXH-TIP-MST,2024,Ford,Mustang,Dark Horse,5.0L Modified Coyote V8,false,Fits Mustang GT (2015+) rear valance cutouts. Clamp-on install.,Rear Valance
gid://shopify/Product/10358754214008,apex-high-flow-engine-air-filter-f150,Apex High-Flow Washable Engine Air Filter (F-150 2.7L/3.5L/5.0L),APX-AIR-FIL-F150,2021,Ford,F-150,XLT,3.5L PowerBoost Full Hybrid V6,false,"Fits F-150 (2015+) stock airbox, all engines. Washable, no oiling mess.",Engine Bay / Airbox
gid://shopify/Product/10358754214008,apex-high-flow-engine-air-filter-f150,Apex High-Flow Washable Engine Air Filter (F-150 2.7L/3.5L/5.0L),APX-AIR-FIL-F150,2022,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Fits F-150 (2015+) stock airbox, all engines. Washable, no oiling mess.",Engine Bay / Airbox
gid://shopify/Product/10358754214008,apex-high-flow-engine-air-filter-f150,Apex High-Flow Washable Engine Air Filter (F-150 2.7L/3.5L/5.0L),APX-AIR-FIL-F150,2023,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Fits F-150 (2015+) stock airbox, all engines. Washable, no oiling mess.",Engine Bay / Airbox
gid://shopify/Product/10358754214008,apex-high-flow-engine-air-filter-f150,Apex High-Flow Washable Engine Air Filter (F-150 2.7L/3.5L/5.0L),APX-AIR-FIL-F150,2023,Ford,F-150,XLT,5.0L Ti-VCT V8,false,"Fits F-150 (2015+) stock airbox, all engines. Washable, no oiling mess.",Engine Bay / Airbox
gid://shopify/Product/10358754214008,apex-high-flow-engine-air-filter-f150,Apex High-Flow Washable Engine Air Filter (F-150 2.7L/3.5L/5.0L),APX-AIR-FIL-F150,2024,Ford,F-150,Lariat,3.5L EcoBoost V6,false,"Fits F-150 (2015+) stock airbox, all engines. Washable, no oiling mess.",Engine Bay / Airbox
gid://shopify/Product/10358754214008,apex-high-flow-engine-air-filter-f150,Apex High-Flow Washable Engine Air Filter (F-150 2.7L/3.5L/5.0L),APX-AIR-FIL-F150,2024,Ford,F-150,XLT,2.7L EcoBoost V6,false,"Fits F-150 (2015+) stock airbox, all engines. Washable, no oiling mess.",Engine Bay / Airbox
